2026-06-12T11:26:13.797209362Z time="2026-06-12T11:26:13Z" level=info msg="vc cnet-eno50 matchedNodes: [hp-117-tink-system hp-150-tink-system hp-69-tink-system], include this node: hp-150-tink-system"
2026-06-12T11:26:13.803723696Z time="2026-06-12T11:26:13Z" level=info msg="cluster network cnet-eno50 has been changed, vid hash: "
2026-06-12T11:26:13.857321444Z time="2026-06-12T11:26:13Z" level=info msg="cluster network cnet-eno50 is not set on this node, skip"
2026-06-12T11:26:13.862665706Z time="2026-06-12T11:26:13Z" level=info msg="link monitor nic has been changed, spec: {NodeSelector:map[] TargetLinkRule:{TypeRule:device NameRule:}}"
2026-06-12T11:26:13.867032937Z time="2026-06-12T11:26:13Z" level=info msg="cluster network cnet-eno50 has been changed, vid hash: 72d1b5da6eeaf1789df86487da50ad5e9dadb5ffaecb56b6de592aa286c9c1b8"
2026-06-12T11:26:14.096446396Z time="2026-06-12T11:26:14Z" level=info msg="cluster network cnet-eno50 is not set on this node, skip"
2026-06-12T11:26:14.121957904Z time="2026-06-12T11:26:14Z" level=info msg="link monitor nic has been changed, spec: {NodeSelector:map[] TargetLinkRule:{TypeRule:device NameRule:}}"
2026-06-12T11:26:14.122302582Z time="2026-06-12T11:26:14Z" level=info msg="vlan config cnet-eno50 has been changed, spec: {Description: ClusterNetwork:cnet-eno50 NodeSelector:map[] Uplink:{NICs:[eno50] LinkAttrs:0x371dbea59d10 BondOptions:0x371dc3876db0}}"
2026-06-12T11:26:14.122313548Z time="2026-06-12T11:26:14Z" level=info msg="vc cnet-eno50 matchedNodes: [hp-117-tink-system hp-150-tink-system hp-69-tink-system], include this node: hp-150-tink-system"
2026-06-12T11:26:14.126243408Z time="2026-06-12T11:26:14Z" level=info msg="link monitor nic has been changed, spec: {NodeSelector:map[] TargetLinkRule:{TypeRule:device NameRule:}}"
2026-06-12T11:26:14.189993337Z time="2026-06-12T11:26:14Z" level=info msg="link monitor nic has been changed, spec: {NodeSelector:map[] TargetLinkRule:{TypeRule:device NameRule:}}"
2026-06-12T11:26:14.190805955Z time="2026-06-12T11:26:14Z" level=info msg="link monitor nic has been changed, spec: {NodeSelector:map[] TargetLinkRule:{TypeRule:device NameRule:}}"
2026-06-12T11:26:14.290064802Z time="2026-06-12T11:26:14Z" level=info msg="link monitor nic has been changed, spec: {NodeSelector:map[] TargetLinkRule:{TypeRule:device NameRule:}}"
2026-06-12T11:26:14.390510102Z time="2026-06-12T11:26:14Z" level=info msg="link monitor nic has been changed, spec: {NodeSelector:map[] TargetLinkRule:{TypeRule:device NameRule:}}"
